Text,Market_change
"The Democrats sent a very political and long response memo which they knew, because of sources and methods (and more), would have to be heavily redacted, whereupon they would blame the White House for lack of transparency. Told them to re-do and send back in proper form!",NC
"According to the @nytimes, a Russian sold phony secrets on ""Trump"" to the U.S. Asking price was $10 million, brought down to $1 million to be paid over time. I hope people are now seeing and understanding what is going on here. It is all now starting to come out - DRAIN THE SWAMP!",NC
Peoples lives are being shattered and destroyed by a mere allegation. Some are true and some are false. Some are old and some are new. There is no recovery for someone falsely accused - life and career are gone. Is there no such thing any longer as Due Process?,NC
"""My view is that not only has Trump been vindicated in the last several weeks about the mishandling of the Dossier and the lies about the Clinton/DNC Dossier, it shows that he's been victimized. He's been victimized by the Obama Administration who were using all sorts of .agencies, not just the FBI and DOJ, now the State Department to dig up dirt on him in the days leading up to the Election. Comey had conversations with Donald Trump, which I don't believe were accurate...he leaked information (corrupt)."" Tom Fitton of Judicial Watch on @FoxNews",NC
"Republicans want to fix DACA far more than the Democrats do. The Dems had all three branches of government back in 2008-2011, and they decided not to do anything about DACA. They only want to use it as a campaign issue. Vote Republican!",NC
"My thoughts and prayers are with the two police officers, their families, and everybody at the @WestervillePD. ",NC
Just spoke to @JohnKasich to express condolences and prayers to all for the horrible shooting of two great police officers from @WestervillePD. This is a true tragedy!,NC
"Rep. Lou Barletta, a Great Republican from Pennsylvania who was one of my very earliest supporters, will make a FANTASTIC Senator. He is strong and smart, loves Pennsylvania and loves our Country! Voted for Tax Cuts, unlike Bob Casey, who listened to Tax Hikers Pelosi and Schumer!",NC
"My Administration has identified three major priorities for creating a safe, modern and lawful immigration system: fully securing the border, ending chain migration, and canceling the visa lottery. Congress must secure the immigration system and protect Americans. ",NC
"So many positive things going on for the U.S.A. and the Fake News Media just doesn't want to go there. Same negative stories over and over again! No wonder the People no longer trust the media, whose approval ratings are correctly at their lowest levels in history! #MAGA",NC
4.2 million hard working Americans have already received a large Bonus and/or Pay Increase because of our recently Passed Tax Cut and Jobs Bill....and it will only get better! We are far ahead of schedule.,NC
"This will be a big week for Infrastructure. After so stupidly spending $7 trillion in the Middle East, it is now time to start investing in OUR Country!",Up
"Our infrastructure plan has been put forward and has received great reviews by everyone except, of course, the Democrats. After many years we have taken care of our Military, now we have to fix our roads, bridges, tunnels, airports and more. Bipartisan, make deal Dems?",Up
"Negotiations on DACA have begun. Republicans want to make a deal and Democrats say they want to make a deal. Wouldn't it be great if we could finally, after so many years, solve the DACA puzzle. This will be our last chance, there will never be another opportunity! March 5th.",Up
Just spoke to Governor Rick Scott. We are working closely with law enforcement on the terrible Florida school shooting.,Up
"Today, I was honored to be joined by Republicans and Democrats from both the House and Senate, as well as members of my Cabinet - to discuss the urgent need to rebuild and restore America's depleted infrastructure. ",Up
"As we come together to celebrate the extraordinary contributions of African-Americans to our nation, our thoughts turn to the heroes of the civil rights movement whose courage and sacrifice have inspired us all. Proclamation: ",Up
"My prayers and condolences to the families of the victims of the terrible Florida shooting. No child, teacher or anyone else should ever feel unsafe in an American school.",Up
"So many signs that the Florida shooter was mentally disturbed, even expelled from school for bad and erratic behavior. Neighbors and classmates knew he was a big problem. Must always report such instances to authorities, again and again!",NC
"While the Republicans and Democrats in Congress are working hard to come up with a solution to DACA, they should be strongly considering a system of Merit Based Immigration so that we will have the people ready, willing and able to help all of those companies moving into the USA!",NC
"In times of tragedy, the bonds that sustain us are those of family, faith, community, and country. These bonds are stronger than the forces of hatred and evil - and these bonds grow even stronger in the hours of our greatest need. ",NC
